iter	Logloss
0	0.6687680912
1	0.6484225691
2	0.6239049515
3	0.6040837359
4	0.582356349
5	0.5589251363
6	0.5374021642
7	0.5161071617
8	0.4952524519
9	0.4772063297
10	0.4598338952
11	0.4454732358
12	0.4317962817
13	0.413812434
14	0.4004939139
15	0.386626502
16	0.3742018095
17	0.3622171516
18	0.3500867721
19	0.3387890576
20	0.3294067939
21	0.3180060625
22	0.3074608104
23	0.2957316647
24	0.2861946011
25	0.2760863864
26	0.2648134405
27	0.2546981744
28	0.2454484151
29	0.2353086231
30	0.2274757985
31	0.2196160291
32	0.2127694083
33	0.2057740327
34	0.1986211874
35	0.1917783513
36	0.1854762249
37	0.1804293003
38	0.1748230851
39	0.1702457465
40	0.1650855061
41	0.1591284004
42	0.1543895406
43	0.1492483231
44	0.144959408
45	0.1395251553
46	0.1354613529
47	0.1311239287
48	0.1264305447
49	0.1218901981
50	0.1177882182
51	0.1140605051
52	0.1104961937
53	0.1074873199
54	0.104539524
55	0.1017394917
56	0.09923621459
57	0.0964030064
58	0.09313060456
59	0.08998868766
60	0.08732396367
61	0.08474119716
62	0.08222118808
63	0.08016590958
64	0.07788812431
65	0.07643411846
66	0.07402906767
67	0.07182689871
68	0.07000936264
69	0.06829955921
70	0.06664268254
71	0.06521548201
72	0.0635435044
73	0.06168996212
74	0.05993986731
75	0.05858427672
76	0.05707834408
77	0.05566574144
78	0.05416288376
79	0.05280541412
80	0.05180338835
81	0.05060695716
82	0.04945736203
83	0.04828406009
84	0.04685919946
85	0.04590299685
86	0.04465163113
87	0.04376993804
88	0.04295319901
89	0.04184226312
90	0.04099759346
91	0.03992644572
92	0.03902577507
93	0.03823445104
94	0.03735369798
95	0.03670497892
96	0.03607305808
97	0.03504108631
98	0.03447916192
99	0.03380090787
100	0.03311943978
101	0.03226153807
102	0.03155242304
103	0.03111068171
104	0.0300109334
105	0.02956768464
106	0.02907664755
107	0.028414009
108	0.02780111389
109	0.02726275728
110	0.02673076716
111	0.0261290396
112	0.02554914879
113	0.02468634753
114	0.02424698883
115	0.02377617201
116	0.02345172915
117	0.02279916568
118	0.02243869717
119	0.0217526108
120	0.021428262
121	0.02090412682
122	0.02046469431
123	0.02016722069
124	0.01976000059
125	0.01917361318
126	0.01894047051
127	0.01870327078
128	0.01839836992
129	0.01816424756
130	0.01796841128
131	0.01763472449
132	0.01740133974
133	0.01723030568
134	0.01700263426
135	0.01677545279
136	0.01652145269
137	0.01624956856
138	0.01602195961
139	0.01575432999
140	0.0156058925
141	0.01538597071
142	0.01516707668
143	0.01500042131
144	0.01478101414
145	0.01459242706
146	0.01439456542
147	0.01425709662
148	0.01399527422
149	0.01387036604
150	0.01374641884
151	0.01359748964
152	0.0133891507
153	0.01317091617
154	0.01296805994
155	0.01286069955
156	0.0127087763
157	0.01259409052
158	0.01245896263
159	0.01227569455
160	0.01213042299
161	0.01198548508
162	0.01178757525
163	0.01160565871
164	0.01148488737
165	0.01135433087
166	0.01119663928
167	0.01101170859
168	0.01081891848
169	0.01070925812
170	0.01050001234
171	0.01029249341
172	0.01019640715
173	0.01010431714
174	0.009992060225
175	0.009907657369
176	0.009766694071
177	0.00968156385
178	0.00953329935
179	0.00941945975
180	0.00933533364
181	0.009237691876
182	0.009146156156
183	0.00904753821
184	0.008968081247
185	0.008893596979
186	0.008816411402
187	0.008709836776
188	0.008599863264
189	0.008520006372
190	0.008416809512
191	0.008343585796
192	0.008269217143
193	0.008172174172
194	0.008114112344
195	0.008048003203
196	0.0079365971
197	0.007871339132
198	0.007770549897
199	0.00768333237
200	0.007630249089
201	0.007568380122
202	0.007516569753
203	0.007445122318
204	0.0073698799
205	0.007318842642
206	0.007256476558
207	0.007149586886
208	0.007076640257
209	0.0070141838
210	0.006957200106
211	0.006894992257
212	0.006844709592
213	0.006787728486
214	0.006745734551
215	0.006625317883
216	0.006591068266
217	0.006531995847
218	0.006466816336
219	0.006420914578
220	0.006372827433
221	0.006315288647
222	0.006260954548
223	0.006189685336
224	0.006139724296
225	0.006093306547
226	0.006064939397
227	0.006006791368
228	0.005982620777
229	0.005923847778
230	0.005860157265
231	0.00580150222
232	0.005768523919
233	0.005730275283
234	0.005676338316
235	0.005636525045
236	0.005587404315
237	0.005532443112
238	0.00548559289
239	0.00545650534
240	0.005418137456
241	0.00533261545
242	0.005233530767
243	0.005181728457
244	0.005148813667
245	0.005103615955
246	0.005073643591
247	0.005036685828
248	0.005004367094
249	0.004971961349
250	0.004936395405
251	0.004910744493
252	0.004866927113
253	0.004852476405
254	0.004816297896
255	0.004783290702
256	0.004758520356
257	0.004718844881
258	0.004684540687
259	0.00463239904
260	0.004602679991
261	0.004576235846
262	0.004555577818
263	0.004529881713
264	0.004506070163
265	0.004469001556
266	0.004437123083
267	0.004406707127
268	0.004379327749
269	0.004348029555
270	0.004312825421
271	0.004288209644
272	0.004259712179
273	0.004229810917
274	0.004206056425
275	0.004175336168
276	0.004154200126
277	0.004132123981
278	0.004094061902
279	0.004038846614
280	0.004014659227
281	0.003992791488
282	0.003975524611
283	0.003959576454
284	0.003935521036
285	0.003897926513
286	0.003873173084
287	0.003847226845
288	0.003824751896
289	0.003805648118
290	0.003753803493
291	0.003728459446
292	0.00370199325
293	0.003671310901
294	0.003658636334
295	0.003643138108
296	0.003625386152
297	0.003593545312
298	0.003575610746
299	0.003545331224
300	0.003527543714
301	0.003501790178
302	0.003490966996
303	0.003460625342
304	0.003442184848
305	0.003421414898
306	0.003402273919
307	0.003375922514
308	0.003357592852
309	0.00333886541
310	0.003306558387
311	0.003293285419
312	0.003263955146
313	0.00324271135
314	0.003219256926
315	0.003200406415
316	0.003188438094
317	0.003165989601
318	0.003149617166
319	0.003132099934
320	0.003115387965
321	0.003096325382
322	0.003078037408
323	0.003055531701
324	0.003043833068
325	0.003027107168
326	0.003017866392
327	0.00299108812
328	0.002955138576
329	0.002941727468
330	0.002930871715
331	0.002920586112
332	0.002901029051
333	0.002892830746
334	0.002884538511
335	0.002869627491
336	0.002852991034
337	0.002836025486
338	0.002817498636
339	0.002798899454
340	0.002788322028
341	0.002771340989
342	0.002757556614
343	0.002736838192
344	0.002720686762
345	0.002709554369
346	0.002698753392
347	0.002687584438
348	0.002672084578
349	0.002662482064
350	0.002652929838
351	0.002636839878
352	0.002622293605
353	0.00261216871
354	0.002598083308
355	0.002582890281
356	0.002574630009
357	0.002565699315
358	0.002554867667
359	0.002533950066
360	0.00252332172
361	0.002508872122
362	0.00249012436
363	0.002478119459
364	0.002447332965
365	0.002434876658
366	0.00242579108
367	0.002414226365
368	0.002406332358
369	0.002397784356
370	0.00238966208
371	0.00238177195
372	0.002372860758
373	0.002355829132
374	0.002349185019
375	0.002334629932
376	0.002322107826
377	0.002312485891
378	0.002300839071
379	0.002290526945
380	0.002279583976
381	0.002269962647
382	0.002264249384
383	0.002244993012
384	0.002237559828
385	0.002226188571
386	0.002216568211
387	0.002203417933
388	0.002192312541
389	0.002184678473
390	0.002177404641
391	0.002171443233
392	0.002160179684
393	0.002154509878
394	0.002145370796
395	0.002137902125
396	0.002130332043
397	0.002124632485
398	0.002115444001
399	0.00210977627
400	0.002100889614
401	0.00209022307
402	0.002073058369
403	0.002065515406
404	0.002053571136
405	0.002047322802
406	0.002041333976
407	0.002034658622
408	0.002021430887
409	0.002013365276
410	0.002005419464
411	0.002000580177
412	0.001994280098
413	0.001984490325
414	0.001975967776
415	0.001967736173
416	0.001960205646
417	0.001956911256
418	0.001951098912
419	0.001941375932
420	0.001931842244
421	0.001924539952
422	0.001915952736
423	0.001906463646
424	0.00190070118
425	0.001889708433
426	0.001884660541
427	0.001879323059
428	0.001872107993
429	0.001867983892
430	0.001862192746
431	0.001853726891
432	0.001844379812
433	0.001838388541
434	0.001833585703
435	0.001825159868
436	0.001817650663
437	0.001812411718
438	0.001805989501
439	0.001803284486
440	0.001796521558
441	0.001790212664
442	0.001784912387
443	0.001780089816
444	0.001774897195
445	0.001765343989
446	0.0017593612
447	0.001743033559
448	0.001739272511
449	0.001734875873
450	0.001729164203
451	0.001724711248
452	0.001716707348
453	0.001711301616
454	0.001705143616
455	0.001698582476
456	0.001690320441
457	0.001683457427
458	0.001677787492
459	0.001672490094
460	0.001664112334
461	0.001660810519
462	0.001656035788
463	0.001650145194
464	0.001639453462
465	0.001635983975
466	0.001631401406
467	0.001626738712
468	0.001615429508
469	0.001608923884
470	0.001602205388
471	0.001598038
472	0.001591815049
473	0.001585125757
474	0.00157934162
475	0.001576966216
476	0.001572188607
477	0.001568181389
478	0.001557416149
479	0.001551357537
480	0.001545892835
481	0.001540168845
482	0.001536372047
483	0.001529367748
484	0.001523893439
485	0.001520304006
486	0.001517919791
487	0.001512861045
488	0.001510620008
489	0.001502350506
490	0.001496466093
491	0.001491706577
492	0.001485269007
493	0.001479405888
494	0.001475962512
495	0.001471505342
496	0.001467362034
497	0.001464328352
498	0.001462192864
499	0.001459942312
500	0.001457019422
501	0.00145188713
502	0.001446175718
503	0.001443264189
504	0.001439050403
505	0.001436008494
506	0.001432020005
507	0.001429327187
508	0.001423617057
509	0.001420083999
510	0.001416640909
511	0.00141258955
512	0.001409032366
513	0.001402544696
514	0.001400096366
515	0.001397379194
516	0.001393096849
517	0.001388539231
518	0.001384851222
519	0.001380724351
520	0.001376100333
521	0.001371483805
522	0.00136846998
523	0.001357465667
524	0.001352570114
525	0.001350299626
526	0.001347191033
527	0.001342518014
528	0.001339275859
529	0.001333059535
530	0.001330586401
531	0.001327945694
532	0.001321581723
533	0.001316651574
534	0.001313158617
535	0.001309218866
536	0.001305567981
537	0.001295502367
538	0.001293126639
539	0.001290689343
540	0.001286767604
541	0.001280355347
542	0.001276369944
543	0.001274437876
544	0.001269695964
545	0.001264521057
546	0.001258747412
547	0.001254419953
548	0.001250911495
549	0.001248766853
550	0.001245187331
551	0.001242022425
552	0.001239311416
553	0.001236098085
554	0.001233449057
555	0.001230615031
556	0.001224465617
557	0.001221808789
558	0.001216622636
559	0.001213715099
560	0.001211242074
561	0.001207952517
562	0.001205202415
563	0.001202079902
564	0.00119895584
565	0.001195965665
566	0.001193437165
567	0.001187751065
568	0.001184788089
